CtryName,Zone_ID,cluster
DRC_S,674,2
DRC_S,170,5
DRC_S,3152,4
DRC_S,2868,8
DRC_S,2856,8
DRC_S,126,5
DRC_S,2418,2
DRC_S,6492,9
DRC_S,6552,9
DRC_S,2794,8
DRC_S,1897,9
DRC_S,175,5
DRC_S,3150,4
DRC_S,373,7
DRC_S,2330,2
DRC_S,2271,2
DRC_S,2483,6
DRC_S,1915,9
DRC_S,2350,8
DRC_S,2352,2
DRC_S,2689,8
DRC_S,2666,8
DRC_S,3167,4
DRC_S,2648,6
DRC_S,626,6
DRC_S,156,5
DRC_S,168,5
DRC_S,3214,4
DRC_S,3165,4
DRC_S,3057,4
DRC_S,2464,6
DRC_S,2972,4
DRC_S,2725,8
DRC_S,146,5
DRC_S,3125,4
DRC_S,2878,8
DRC_S,2657,8
DRC_S,3132,4
DRC_S,3058,4
DRC_S,2506,6
DRC_S,2362,2
DRC_S,113,5
DRC_S,2331,2
DRC_S,2250,2
DRC_S,2694,8
DRC_S,2628,8
DRC_S,2668,8
DRC_S,2521,8
DRC_S,3139,4
DRC_S,2728,8
DRC_S,2355,2
DRC_S,3161,4
DRC_S,2262,2
DRC_S,545,1
DRC_S,2288,2
DRC_S,144,5
DRC_S,527,1
DRC_S,2426,6
DRC_S,2513,6
DRC_S,60,6
DRC_S,152,5
DRC_S,57,6
DRC_S,2542,8
DRC_S,2721,6
DRC_S,67,6
DRC_S,3098,4
DRC_S,2401,2
DRC_S,2679,8
DRC_S,1862,9
DRC_S,6574,9
DRC_S,2567,8
DRC_S,2256,2
DRC_S,605,2
DRC_S,2264,2
DRC_S,2739,4
DRC_S,2593,8
DRC_S,2195,2
DRC_S,2479,6
DRC_S,1841,9
DRC_S,2592,3
DRC_S,2247,8
DRC_S,3011,4
DRC_S,86,3
DRC_S,2603,6
DRC_S,125,5
DRC_S,2435,8
DRC_S,2490,6
DRC_S,74,8
DRC_S,523,1
DRC_S,2384,8
DRC_S,2228,2
DRC_S,631,6
DRC_S,6410,9
DRC_S,2344,2
DRC_S,2461,8
DRC_S,123,5
DRC_S,2547,8
DRC_S,3017,5
DRC_S,2235,2
DRC_S,3201,4
DRC_S,2472,6
DRC_S,108,5
DRC_S,2536,8
DRC_S,2279,2
DRC_S,1962,9
DRC_S,2696,8
DRC_S,2683,6
DRC_S,2941,5
DRC_S,3234,4
DRC_S,2497,8
DRC_S,172,5
DRC_S,3081,4
DRC_S,2454,6
DRC_S,1937,9
DRC_S,2351,6
DRC_S,2282,8
DRC_S,2168,9
DRC_S,579,2
DRC_S,2190,2
DRC_S,85,3
DRC_S,2306,8
DRC_S,2272,8
DRC_S,3122,4
DRC_S,2410,6
DRC_S,2945,8
DRC_S,540,1
DRC_S,6575,9
DRC_S,2243,8
DRC_S,3227,4
DRC_S,1913,9
DRC_S,129,5
DRC_S,2096,9
DRC_S,2321,2
DRC_S,671,2
DRC_S,636,6
DRC_S,2499,8
